name,address,review_score,review_count,Vị trí,Dịch vụ,Đáng giá tiền,Cơ sở vật chất,Độ sạch sẽ,bep,bua_sang,san_gon,may_giat,dua_don_san_bay,phong_tap,don_phong_hang_ngay,duoc_phep_mang_thu_nuoi,bai_do_xe,Giá trước,Giá sau
Bear's House Su Van Hanh,"525/11A Đ. Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh, Việt Nam, 72510","8,8",80,10.0,10.0,10.0,10.0,10.0,0,0,0,0,1,0,0,1,1,885.026,380.401
Khách sạn Minh Anh Gò Vấp (Khách sạn Minh Anh Gò Vấp ),"No. 65, Street No. 1, Thong Nhat, Ward 11, Go Vap, Ho Chi Minh City, Gò Vấp, Hồ Chí Minh, Việt Nam, 700000","8,3",155,8.8,9.2,8.8,8.3,8.5,0,0,0,0,0,0,1,1,1,Không có giá trước,462.963
Seven Stars Hotel,"1490 Đường Trường Sa, Tân Bình, Hồ Chí Minh, Việt Nam","8,3",54,7.8,8.2,7.4,7.2,7.4,0,0,0,0,0,0,0,1,1,Không có giá trước,648.148
Khách sạn Renaissance Riverside Sài Gòn (Renaissance Riverside Hotel Saigon),"8-15 Tôn Đức Thắng , Quận 1, Hồ Chí Minh, Việt Nam, 0084 28 3822 0033","8,5",1218,9.1,8.7,8.0,8.3,8.7,1,1,1,0,1,1,1,1,1,5.192.098,3.600.000
The Concept Hotel HCMC - Premium,"27 Bà Huyện Thanh Quan, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam","9,2",485,9.4,9.5,9.3,9.1,9.4,0,0,0,1,0,1,1,1,0,Không có giá trước,Không có giá sau
Townhouse District 10 Near Children Hospital 1 Formerly Cuong Thanh 3 Hotel,"252/43-45 Cao Thang, Phuong 12, Quan 10, Ho Chi Minhnullnull, Ho-Chi-Minh, Quận 10, Hồ Chí Minh, Việt Nam, 550000","7,7",72,7.9,8.3,7.8,8.1,7.8,1,0,0,0,0,0,1,1,1,1.439.000,1.374.286
Start House Coliving,"B50 Bạch Đằng, Tân Bình, Hồ Chí Minh, Việt Nam, 72108","8,5",645,8.6,9.0,8.2,8.0,8.5,1,0,0,0,0,0,1,1,1,Không có giá trước,207.407
Liva Hotel,"36A đường Út Tịch, phường 04, quận Tân Bình, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","7,0",297,7.7,7.2,7.2,6.6,6.7,0,0,0,0,1,0,0,1,1,Không có giá trước,259.259
B-HOMEAWAY,"122/6 Trần Đình Xu, Quận 1, Hồ Chí Minh, Việt Nam","6,2",179,7.3,6.5,6.7,6.0,5.7,0,0,0,0,0,0,0,1,1,Không có giá trước,351.852
VND HOTEL,"66 Nguyễn Gia Trí, VND HOTEL, Bình Thạnh, Hồ Chí Minh, Việt Nam","7,9",362,6.4,6.9,5.5,5.2,5.1,1,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Vinhome Grand Park HCM,"Vinhome Grand Park. 512 Nguyen Xien str., Long Thanh My ward , Thu Duc city, Ho Chi Minh city, Quận 9, Hồ Chí Minh, Việt Nam","7,8",216,8.1,8.3,8.0,7.8,8.1,1,0,0,0,0,1,0,1,1,392.297,305.465
KHÁCH SẠN LA VELA SÀI GÒN (LA VELA SAIGON HOTEL),"Nam Kỳ Khởi Nghĩa, Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,9",25220,8.9,9.2,9.0,9.2,9.2,1,1,1,0,1,1,1,1,1,10.132.232,3.680.534
Khách Sạn & Căn Hộ T-Ritz Sài Gòn (T-Ritz Saigon Hotel & Apartment),"20 - 22 Phạm Ngọc Thạch, Quận 3, Thành phố Hồ Chí Minh, Việt Nam, Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,8",3882,8.8,8.8,8.8,8.4,9.2,1,1,1,0,1,1,1,1,1,5.532.063,3.492.063
MDHOTEL 2,"105/16 Nguyen Thi Tu Street, Binh Hung Hoa B Ward, Binh Tan District, Ho Chi Minh City, V, Bình Tân, Hồ Chí Minh, Việt Nam, 71900","7,3",376,7.9,8.0,8.1,7.5,7.8,0,0,0,0,0,0,1,1,1,314.531,296.296
Khách sạn Lê Ngân Phùng (Le Ngan Phung Hotel),"Alley 79, Hoa Sữa, P.7, Q.Phu Nhuan, Ho-Chi-Minh, Phú Nhuận, Hồ Chí Minh, Việt Nam, 700000","6,6",240,7.2,7.0,6.9,6.3,6.5,1,0,0,0,0,0,1,1,1,Không có giá trước,546.296
Red Sun Airport Saigon Hotel,"8-9 Tran Quoc Hoan, Ward 4, Tan Binh District, Ho Chi Minh City, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","7,7",345,8.3,8.1,7.8,7.6,7.9,0,0,0,0,1,0,1,1,0,645.958,495.889
Triple E Hotel Metro Ben Thanh,"146 Đ. Ký Con, Quận 1, Hồ Chí Minh, Việt Nam, 700000","8,8",5079,9.2,9.2,9.0,8.6,9.2,1,1,0,0,0,1,1,1,0,Không có giá trước,Không có giá sau
Nouveau Happy Inn,"39 Bùi Thị Xuân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,0",2709,7.9,7.3,7.0,6.4,6.6,1,1,0,0,0,0,1,1,1,1.800.000,852.628
Khách Sạn Mari Queen (Mari Queen Hotel),"158B Bui Thi Xuan, Pham Ngu Lao ward, Quận 1, Hồ Chí Minh, Việt Nam, 70000","8,5",1531,9.0,9.0,8.5,8.2,8.6,1,0,0,0,1,0,1,1,1,3.160.529,790.132
Huy Hoàng Hotel (Huy Hoang Hotel),"146 Đinh Bộ Lĩnh, Bình Thạnh, Hồ Chí Minh, Việt Nam","6,5",38,6.9,7.5,6.6,5.4,6.1,0,0,0,0,0,0,0,1,0,Không có giá trước,259.259
Khách sạn Hà My (Ha My Hotel),"32 đường số 6, phường Linh Trung, quận Thủ Đức, thành phố Hồ Chí Minh (gần trường ĐH Ngân Hàng trên đường Hoàng Diệu 2), Thủ Đức, Hồ Chí Minh, Việt Nam, 700000","8,0",398,8.4,8.2,8.2,7.9,8.2,1,0,0,0,0,0,1,1,1,360.887,307.326
Khách Sạn OYO 616 Cường Thanh 1 (OYO 616 Cuong Thanh 1 Hotel),"42/2, Tran Thien Chanh, Phuong 12, Quan 10, Ho Chi Minh, Quận 10, Hồ Chí Minh, Việt Nam, 700000","7,8",17,8.0,8.4,8.3,7.5,7.9,0,0,0,0,0,1,1,1,1,Không có giá trước,629.630
khách sạn Vạn Thành Đạt (khach san Van Thanh Đat),"959 Đường Nguyễn Ảnh Thủ, Quận 12, Hồ Chí Minh, Việt Nam","8,4",41,7.8,7.4,7.6,7.4,7.4,0,0,0,0,0,0,1,1,1,Không có giá trước,277.778
Khách Sạn Bonita THT (Bonita THT Hotel),"185 Tô Hiến Thành, Phường 13, Quận 10, Quận 10, Hồ Chí Minh, Việt Nam","7,9",570,8.4,8.3,8.1,7.9,7.9,1,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Ngọ house,"132 Ngô Thị Thu Minh, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,1",494,8.7,8.9,8.6,8.4,8.6,1,0,0,0,0,0,1,1,1,Không có giá trước,509.259
The Lumiere,"9 Lê Văn Huân, phường 13, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","7,9",880,8.3,8.0,8.1,7.7,7.9,1,1,0,0,0,0,0,1,1,980.000,466.666
Mia Sài Gòn - Khách Sạn Luxury Boutique (Mia Saigon - luxury boutique hotel),"2-4, đường số 10, khu phố 4, phường An Phú, Quận 2, Quận 2, Hồ Chí Minh, Việt Nam, 700000","9,1",2882,8.5,9.6,9.3,9.3,9.7,1,1,0,0,1,1,1,1,1,Không có giá trước,Không có giá sau
K&T Hotel - Sân Bay Tân Sơn Nhất,"307/16, Nguyen Van Troi Street, Ward 1, Tan Binh District, Ho Chi Minh City, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,8",476,8.0,8.2,8.0,7.3,7.8,0,0,0,0,0,0,1,1,0,599.694,420.191
Cozrum Homes - Sonata Residence,"No. 41, Nguyen Thi Thap, Tan Phu Ward, District 7, Quận 7, Hồ Chí Minh, Việt Nam","7,4",5068,7.6,7.8,7.7,7.4,7.3,1,1,1,0,0,1,1,1,1,678.823,666.828
Khách sạn và Căn hộ Cherry (Cherry Hotel and Apartment),"406/14 Cong Hoa Street, Ward 13, Tan Binh District, Ho Chi Minh City, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,2",1706,8.2,8.5,8.5,8.2,8.4,1,1,0,0,0,1,1,1,1,1.556.191,738.777
Khách sạn Long Sơn (Long Son Hotel),"14 Duong so 3, Cu Xa Lu Gia, Phuong 15, Ho Chi Minh, Quận 11, Hồ Chí Minh, Việt Nam, 700000","6,4",70,6.6,6.5,6.6,5.5,5.7,0,0,0,0,0,0,1,1,1,278.875,263.657
Cali Homestay,"No. 4, 59, Dinh Bo Linh, Ward 26, Binh Thanh District, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000","8,1",519,7.9,8.3,7.8,7.7,7.8,0,0,0,0,0,0,0,1,1,513.578,406.323
Queen Hotel Saigon Airport,"93 Lam Son, Ward 2, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","7,3",1116,8.2,7.9,7.2,6.6,6.8,1,0,0,0,0,0,1,1,1,850.000,514.638
Saigon River Hotel - Quận 2 (SAIGON River Hotel - Dist 2),"35/8, Đường Số 19, Phường An Khanh, Tha`nh phố Thủ Đức, Quận 2, Hồ Chí Minh, Việt Nam, 70000","7,9",954,8.3,8.3,8.2,7.5,8.0,0,0,0,1,1,0,1,1,1,402.911,317.460
Khách sạn Thượng Hải (Thuong Hai Hotel),"93 Ngô Quyền, phường 11, quận 5 , tp hồ chí minh, Quận 5, Hồ Chí Minh, Việt Nam","7,3",158,7.4,7.2,7.2,6.5,7.0,0,0,0,0,0,0,1,1,1,Không có giá trước,324.074
