name,address,review_score,review_count,Vị trí,Dịch vụ,Đáng giá tiền,Cơ sở vật chất,Độ sạch sẽ,bep,bua_sang,san_gon,may_giat,dua_don_san_bay,phong_tap,don_phong_hang_ngay,duoc_phep_mang_thu_nuoi,bai_do_xe,Giá trước,Giá sau
Bear's House Su Van Hanh,"525/11A Đ. Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh, Việt Nam, 72510","8,8",80,10.0,10.0,10.0,10.0,10.0,0,0,0,0,1,0,0,1,1,885.297,378.378
Khách sạn Mường Thanh khách sạn Sài Gòn sang trọng (Khach san Muong Thanh Luxury Saigon Hotel),"No. 261C, Nguyen Van Troi Street, Ward 10, Phu Nhuan District, Ho Chi Minh City, Phú Nhuận, Hồ Chí Minh, Việt Nam, 700.000","8,6",5284,8.8,9.0,8.9,8.8,9.1,1,1,1,0,1,1,1,1,1,3.400.000,1.595.977
Victory Hotel Saigon,"141 Nam Kỳ Khởi Nghĩa, Quận 3, Quận 3, Hồ Chí Minh, Việt Nam, 70000","7,8",3580,8.5,7.9,7.9,7.5,7.8,1,1,0,0,1,1,1,1,1,2.304.003,1.097.150
Central Palace Hotel,"39*39A Đường Nguyễn Trung Trực, Phường Bến Thành, Quận 1, Hồ Chí Minh, Việt Nam, 700000","8,4",6814,9.0,8.5,8.4,8.2,8.6,1,1,0,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Pharaon Hotel 2,"102/1 Cống Quỳnh, Quận 1, Hồ Chí Minh, Việt Nam, 70000","8,2",1000,8.5,8.3,8.4,8.1,8.4,0,0,0,0,0,0,0,1,0,650.000,344.524
Khách sạn Cochin Zen (Cochin Zen Hotel),"46-46 bis Thủ Khoa Huân, Phường Bến Thành, Quận 1, Hồ Chí Minh, Việt Nam, 700000","8,5",5776,9.2,8.8,8.4,8.2,8.7,0,1,1,0,1,1,1,1,0,6.462.174,1.164.561
Red Sun Airport Saigon Hotel,"8-9 Tran Quoc Hoan, Ward 4, Tan Binh District, Ho Chi Minh City, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","7,7",345,8.3,8.1,7.8,7.6,7.9,0,0,0,0,1,0,1,1,0,462.218,335.945
Tropical House,"413/37A Lê Văn Sỹ, Phường 12, Quận 3, TP. HCM, Quận 3, Hồ Chí Minh, Việt Nam, 700000","7,9",417,8.4,8.5,8.3,8.1,8.4,1,0,0,1,1,0,1,1,1,498.831,462.963
Midas Hotel 2,"131 Đ. Cao Thắng, Phường 17, Phú Nhuận, Hồ Chí Minh, Việt Nam, 700000","7,9",238,8.5,8.6,8.5,8.5,8.8,1,0,0,0,0,0,1,1,1,1.000.000,345.324
Cozrum Homes - Sonata Residence,"No. 41, Nguyen Thi Thap, Tan Phu Ward, District 7, Quận 7, Hồ Chí Minh, Việt Nam","7,4",5077,7.6,7.8,7.7,7.4,7.3,1,1,1,0,0,1,1,1,1,2.000.000,520.561
Vinhome Grand Park HCM,"Vinhome Grand Park. 512 Nguyen Xien str., Long Thanh My ward , Thu Duc city, Ho Chi Minh city, Quận 9, Hồ Chí Minh, Việt Nam","7,8",217,8.2,8.3,8.0,7.9,8.1,1,0,0,0,0,1,0,1,1,391.890,247.217
KHÁCH SẠN LA VELA SÀI GÒN (LA VELA SAIGON HOTEL),"Nam Kỳ Khởi Nghĩa, Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,9",25221,8.9,9.2,9.0,9.2,9.2,1,1,1,0,1,1,1,1,1,7.595.863,2.335.982
Khách Sạn & Căn Hộ T-Ritz Sài Gòn (T-Ritz Saigon Hotel & Apartment),"20 - 22 Phạm Ngọc Thạch, Quận 3, Thành phố Hồ Chí Minh, Việt Nam, Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,8",3882,8.8,8.8,8.8,8.4,9.2,1,1,1,0,1,1,1,1,1,4.610.053,2.910.053
Khách sạn Bông Sen Sài Gòn (Bong Sen Hotel Saigon),"117-119-121-123 Đồng Khởi, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam","7,8",4697,9.1,7.8,7.8,7.2,7.6,0,1,0,0,1,1,1,1,0,Không có giá trước,1.263.840
Khách sạn Palace Sài Gòn (Palace Hotel Saigon),"56-66 Nguyễn Huệ, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam","7,9",5976,9.1,7.8,7.7,7.4,7.8,0,1,1,0,1,1,1,1,0,4.082.403,1.549.230
Khách sạn Roseland Centa (Roseland Centa Hotel & Spa),"15/1A+15A/57 Le Thanh Ton St, Ben Nghe Ward, Dist 01, Quận 1, Hồ Chí Minh, Việt Nam, 70 000","8,9",1966,9.4,9.3,8.9,8.7,9.0,0,1,0,0,1,0,1,1,0,Không có giá trước,Không có giá sau
LE SAIGON HOTEL,"17 Dong Da Street, Ward 2, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,2",3455,8.5,8.5,8.4,7.9,8.4,1,1,0,0,1,1,1,1,1,3.076.067,601.144
Khách sạn Minh Anh Gò Vấp (Khách sạn Minh Anh Gò Vấp ),"No. 65, Street No. 1, Thong Nhat, Ward 11, Go Vap, Ho Chi Minh City, Gò Vấp, Hồ Chí Minh, Việt Nam, 700000","8,3",155,8.8,9.2,8.8,8.3,8.5,0,0,0,0,0,0,1,1,1,374.232,370.370
Khách Sạn Mari Queen (Mari Queen Hotel),"158B Bui Thi Xuan, Pham Ngu Lao ward, Quận 1, Hồ Chí Minh, Việt Nam, 70000","8,5",1540,9.0,9.0,8.5,8.2,8.7,1,0,0,0,1,0,1,1,1,3.650.000,723.796
Sunshine Residences By 5H,"13 Song Day, Phuong 2, Quan Tan Binh, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,4",852,8.9,8.7,8.7,8.6,8.8,1,0,0,1,0,1,1,1,0,1.096.468,613.241
VND HOTEL,"66 Nguyễn Gia Trí, VND HOTEL, Bình Thạnh, Hồ Chí Minh, Việt Nam","7,9",362,6.4,6.9,5.5,5.2,5.1,1,0,0,0,0,0,1,1,1,Không có giá trước,317.778
Khách sạn và Căn hộ Cherry (Cherry Hotel and Apartment),"406/14 Cong Hoa Street, Ward 13, Tan Binh District, Ho Chi Minh City, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,2",1709,8.2,8.5,8.5,8.2,8.4,1,1,0,0,0,1,1,1,1,860.556,386.598
Ramana Saigon Hotel,"323 L Văn Sỹ, Quận 3 , Quận 3, Hồ Chí Minh, Việt Nam,","8,1",2548,8.1,8.3,8.2,8.0,8.2,1,1,0,0,1,1,0,1,1,3.066.736,1.054.136
First Hotel,"18 Hoàng Việt, Quận Tân Bình , Tân Bình, Hồ Chí Minh, Việt Nam,","7,9",3256,8.1,8.2,8.0,7.7,8.0,1,1,1,0,1,1,1,1,1,2.000.000,946.389
GRAND LEE HOTEL,"No. 8A, 137 Binh Quoi, Ward 27, Binh Thanh District, Ho Chi Minh City, Bình Thạnh, Hồ Chí Minh, Việt Nam, 72353","8,7",2281,8.7,9.1,9.0,8.9,9.1,1,0,0,0,0,0,1,1,1,1.055.040,410.149
Grandma Lu's Saigon Signature,"No. 50, Nguyen Thai Binh Street, Nguyen Thai Binh Ward, Vietnam, Quận 1, Hồ Chí Minh, Việt Nam, 700000","8,3",871,9.3,8.3,8.7,7.8,8.4,0,0,0,0,1,0,1,1,0,Không có giá trước,Không có giá sau
Khách Sạn King Sài Gòn Sân Bay (King Hotel Saigon Airport),"25/22 Cuu Long Street, Ward 2 , Tan Binh District. Hcm City, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","7,3",721,7.9,7.9,7.5,7.0,7.2,1,1,0,0,1,0,1,1,1,1.051.032,392.299
Arista 5 - Serviced Apartment,"2 Ngô Văn Năm, Quận 1, Hồ Chí Minh, Việt Nam","7,5",444,8.7,7.9,7.9,7.6,7.7,0,0,0,0,0,0,0,1,0,760.192,577.778
UNU C&B homestay,"No. 257bis, Le Van Sy Street, Ward 14, Phú Nhuận, Hồ Chí Minh, Việt Nam, 77777","9,0",174,9.4,9.4,9.2,9.0,9.5,1,0,0,0,0,0,0,1,0,750.000,305.583
ibis Sân bay Sài Gòn (ibis Saigon Airport),"Số 2 đường Hồng Hà, phường 2, quận Tân Bình, TP.HCM, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,6",12430,9.1,8.7,8.4,8.4,8.8,1,1,1,0,1,1,1,1,1,2.494.374,1.707.840
Azumaya Hotel Thai Van Lung 2,"29 Thái Văn Lung, Bến Nghé, Quận 1, Hồ Chí Minh, Việt Nam","8,8",54,9.3,9.4,9.1,8.5,9.0,0,1,0,0,1,0,1,1,0,1.383.623,1.159.691
Vivian Airport Hotel Saigon,"No. 94-96 Thang Long, Ward 4, Tan Binh District, Ho Chi Minh City, Vietnam, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,4",1109,8.8,9.0,8.8,8.2,8.7,0,0,0,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Saigon River Hotel - Quận 2 (SAIGON River Hotel - Dist 2),"35/8, Đường Số 19, Phường An Khanh, Tha`nh phố Thủ Đức, Quận 2, Hồ Chí Minh, Việt Nam, 70000","7,9",955,8.3,8.3,8.2,7.5,8.0,0,0,0,1,1,0,1,1,1,560.000,252.929
The Concept Hotel HCMC - Premium,"27 Bà Huyện Thanh Quan, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam","9,2",498,9.4,9.5,9.3,9.1,9.4,0,0,0,1,0,1,1,1,0,2.357.613,1.335.300
Nicecy Hotel - Yersin Street,"No. 7, Yersin Street, Cau Ong Lanh Ward, Vietnam, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,9",248,7.8,7.7,7.6,6.8,7.1,0,1,1,0,1,0,1,1,1,1.889.014,353.547
Aristo Saigon Hotel,"3A Vo Van Tan Street, CBD Area (Near by War Museum, Reunification Palace, Saigon Notre Dame Basilica, Ben Thanh Market), Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,2",3724,8.6,8.6,8.3,7.9,8.3,1,1,0,0,1,1,1,1,0,Không có giá trước,Không có giá sau
Midas Hotel,"751 Đ. Lê Hồng Phong, Quận 10, Hồ Chí Minh, Việt Nam, 700000","7,4",336,8.0,7.9,7.6,7.5,7.7,1,0,0,0,0,1,1,1,1,906.042,515.977
Queen Hotel Saigon Airport,"93 Lam Son, Ward 2, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","7,3",1116,8.2,7.9,7.2,6.6,6.8,1,0,0,0,0,0,1,1,1,1.061.495,380.635
Lalala Inn Hotel,"No. 19, 115 Trần Quốc Thảo, Ward V, Thi Su, Vietnam, Quận 3, Hồ Chí Minh, Việt Nam, 700000","7,6",157,8.3,7.8,7.5,7.7,7.9,1,1,0,0,0,0,1,1,1,653.510,390.180
Khách Sạn Riverside Sài Gòn (Riverside Hotel Saigon),"18-19-20 Tôn Đức Thắng , Quận 1, Hồ Chí Minh, Việt Nam, 71006","7,8",5386,8.8,7.9,7.9,7.1,7.7,1,1,0,0,1,0,1,1,0,2.000.000,774.294
The Moon 2 Hotel,"245 Number 1 Street, Binh Tri Dong B Ward,, Bình Tân, Hồ Chí Minh, Việt Nam, 700000","9,8",30,10.0,10.0,10.0,10.0,10.0,0,0,0,0,1,0,1,1,1,3.164.958,1.455.541
Song Nhat Hotel,"20/19 Núi Thành, Phường 13, Quận Tân Bình, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","9,0",370,9.1,9.4,9.4,9.0,9.3,0,0,0,0,0,0,0,1,1,321.561,296.498
Dlux Bạch Đằng (Dlux Bach Đang),"153 Đường Bạch Đằng, Tân Bình, Hồ Chí Minh, Việt Nam","6,7",242,7.2,6.4,5.8,5.8,5.9,0,0,0,0,0,1,0,1,0,411.581,356.481
Townhouse District 10 Near Children Hospital 1 Formerly Cuong Thanh 3 Hotel,"252/43-45 Cao Thang, Phuong 12, Quan 10, Ho Chi Minhnullnull, Ho-Chi-Minh, Quận 10, Hồ Chí Minh, Việt Nam, 550000","7,7",73,7.9,8.4,7.9,8.1,7.8,1,0,0,0,0,0,1,1,1,2.071.107,585.478
Liva Hotel,"36A đường Út Tịch, phường 04, quận Tân Bình, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","7,0",297,7.7,7.2,7.2,6.6,6.7,0,0,0,0,1,0,0,1,1,Không có giá trước,Không có giá sau
Khách sạn Bonita Signature The View (Bonita Signature The View),"352 Trường Sa, Phú Nhuận, Hồ Chí Minh, Việt Nam","8,2",487,8.8,8.6,8.4,8.4,8.6,0,0,0,0,0,0,0,1,1,593.331,466.667
Ngọ house,"132 Ngô Thị Thu Minh, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,1",495,8.7,8.9,8.6,8.4,8.6,1,0,0,0,0,0,1,1,1,Không có giá trước,416.667
Khách sạn Renaissance Riverside Sài Gòn (Renaissance Riverside Hotel Saigon),"8-15 Tôn Đức Thắng , Quận 1, Hồ Chí Minh, Việt Nam, 0084 28 3822 0033","8,5",1218,9.1,8.7,8.0,8.3,8.7,1,1,1,0,1,1,1,1,1,5.186.705,3.600.000
Khách sạn Bonka Luxury (Bonka Hotel Luxury Quan 5 HCM),"884 Trần Hưng Đạo, phường 7, Quận 5 Khách sạn Bonka Quận 5 Thành phố Hồ Chí Minh, Quận 5, Hồ Chí Minh, Việt Nam","7,7",134,8.5,8.4,8.0,7.8,7.8,1,0,0,0,1,0,1,1,1,Không có giá trước,546.296
Căn hộ dịch vụ CeLaVie - The Vinhomes and Landmark (CeLaVie Serviced Apartment - The Vinhomes and Landmark),"208 Nguyen Huu Canh Street, 22 Ward, Binh Thanh District , Ho Chi Minh, Vietnam, Bình Thạnh, Hồ Chí Minh, Việt Nam, 72324","7,9",648,8.6,7.9,8.0,8.1,8.2,1,0,0,0,1,1,0,1,1,4.772.900,1.114.724
"Căn hộ 87 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 1 (The Rixx Panorama Apartment @ D1/ spectacular view)","No. 45, Dang Thi Nhu Street, Room 7.1, 7.1, Quận 1, Hồ Chí Minh, Việt Nam, 70000","7,9",21,8.9,7.3,7.1,7.0,8.0,1,0,0,1,0,1,0,1,1,3.888.889,2.388.567
"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 1 (The Rixx Premium Loft at D1 (gym/pool/security))","Quận 1, Hồ Chí Minh, Việt Nam","9,0",103,8.7,7.6,8.0,7.9,7.1,1,0,0,1,0,1,0,0,1,4.097.853,2.152.484
Khách sạn Amanaki Sài Gòn Boutique (Amanaki Saigon Boutique Hotel),"65 Ho Tung Mau, Ben Nghe Ward, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000","9,2",3045,9.6,9.4,9.0,8.6,9.2,1,1,0,0,1,1,1,1,1,Không có giá trước,Không có giá sau
"Căn hộ m² 3 phòng ngủ, 2 phòng tắm riêng ở Quận 1 (The Rixx Tropical Apartment @D1/Hyatt/Vincom/pool)","Quận 1, Hồ Chí Minh, Việt Nam","6,0",1,10.0,6.0,6.0,6.0,2.0,1,0,0,1,0,1,0,1,1,6.706.050,3.624.452
"Nhà riêng 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (The Rixx Boutique- Opera House- SmartTV65in - pool)","Quận 1, Hồ Chí Minh, Việt Nam","9,3",83,8.4,6.2,7.1,6.9,7.1,1,0,0,1,0,1,0,0,1,2.339.219,1.893.638
"Nhà riêng 70 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Ocean - Penthouse - Ben Thanh Tower)","Quận 1, Hồ Chí Minh, Việt Nam","9,8",9,10.0,8.0,9.0,9.0,10.0,1,0,0,1,0,1,0,0,0,2.606.249,1.970.987
"Căn hộ 120 m² 6 phòng ngủ, 4 phòng tắm riêng ở Quận 4 (The Rixx Combo of 2x3bedrooms @D1 Mension/pool/gym)","Quận 1, Hồ Chí Minh, Việt Nam","6,3",7,5.7,6.0,6.6,6.9,6.3,1,0,0,1,0,1,0,0,0,6.500.000,5.729.894
Homestay 26 Nguyễn Văn Lạc,"26 Nguyễn Văn Lạc, Phường 19, 26 Nguyễn Văn Lạc, Bình Thạnh, Hồ Chí Minh, Việt Nam, 72323","6,6",19,6.9,7.2,6.8,5.7,5.9,1,0,0,1,0,0,0,1,1,862.387,215.597
"Căn hộ 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Bình Thạnh (2Q Apartment Ruby Manor 2)","Bình Thạnh, Hồ Chí Minh, Việt Nam","9,1",37,7.3,6.7,6.7,5.3,6.7,1,0,0,1,0,1,0,0,1,1.565.276,796.286
"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (The Rixx Business Apartment @D1/Netflix/sauna/gym)","Quận 1, Hồ Chí Minh, Việt Nam","9,1",82,8.3,7.6,7.4,7.1,7.5,1,0,0,1,0,1,0,0,1,Không có giá trước,1.678.150
"Căn hộ 125 m² 3 phòng ngủ, 2 phòng tắm riêng ở Quận 7 (Fully Furnished Apartment with Amenities)","No. 99, Nguyen Thi Thap, Tan Phu, 14.01, 14.01, Quận 7, Hồ Chí Minh, Việt Nam, 70000","9,7",8,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,1,1,1.138.016,1.078.239
"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 1 (The Rixx Magnificent Apartment D1/pool/gym/Netflix)","Quận 1, Hồ Chí Minh, Việt Nam","8,7",70,8.1,8.0,8.1,8.1,8.3,1,0,0,1,0,1,0,0,1,5.201.896,2.825.778
Thanh Thu Hotel,"34 Nguyễn An Ninh, Quận 1 , Quận 1, Hồ Chí Minh, Việt Nam, 700000","8,1",2584,9.3,8.1,8.4,7.5,7.9,0,0,0,0,0,0,1,1,0,Không có giá trước,Không có giá sau
"Căn hộ 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (The Rixx Stylish Apartment -Ben Thanh/gym/pool/bar)","Quận 1, Hồ Chí Minh, Việt Nam","8,8",59,9.0,7.9,8.3,7.7,7.7,1,0,0,1,0,1,0,0,1,1.979.789,1.731.481
"Căn hộ 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (The Rixx Luxury Apartment (gym/pool/ security))","45 Đặng Thị Nhu, Ben Thanh Tower, Quận 1, Hồ Chí Minh, Việt Nam, 70000","6,5",17,9.0,7.3,7.3,8.5,8.5,1,0,0,1,0,1,0,1,1,Không có giá trước,1.803.704
"Căn hộ 50 m² 2 phòng ngủ, 1 phòng tắm riêng ở Quận 9 (LA Nest - Apartment with River View Luxury.)","Quận 9, Hồ Chí Minh, Việt Nam",10,10,9.8,10.0,10.0,10.0,10.0,1,0,0,1,0,1,0,0,1,Không có giá trước,723.880
"Nhà riêng 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thủ Đức (Triệu vũ House)","No. 55, Cay Keo Street, Tam Phu, Vietnam, Thủ Đức, Hồ Chí Minh, Việt Nam","6,9",6,4.7,5.3,4.7,6.0,4.0,0,0,0,0,0,0,0,1,1,412.866,277.117
"Căn hộ 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (The Rixx Couple@D1/Opera House/Park Hyatt/Japtown)","Quận 1, Hồ Chí Minh, Việt Nam","9,3",28,9.4,Không có,8.3,8.6,8.9,1,0,0,1,0,1,0,1,1,2.760.510,1.787.235
"Căn hộ 69 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 9 (AQK Homes - căn hộ 2PN+ Vinhomes Grand Park quận 9)",", Long Thạnh Mỹ, Block S1.03 Vinhomes Grand Park, Quận 9, Hồ Chí Minh, Việt Nam","9,7",14,10.0,10.0,10.0,10.0,10.0,1,0,1,1,0,1,0,1,1,932.442,676.103
"Nhà riêng 66 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 5 (The Velis Saigon District 1 - 66m2 Local Cozy Stay)","No. 577, Tran Hung Dao Street, District 1, Vietnam, Quận 1, Hồ Chí Minh, Việt Nam","9,7",17,10.0,10.0,9.0,10.0,10.0,1,0,0,1,0,0,0,1,1,1.721.847,1.311.090
"Căn hộ 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Bình Thạnh (Vinhomes Landmark Romantic Apartment-1Br Cozy View)","Bình Thạnh, Hồ Chí Minh, Việt Nam",10,1,10.0,10.0,10.0,10.0,10.0,1,0,0,1,0,0,0,0,0,Không có giá trước,1.332.929
