name,address,review_score,review_count,Vị trí,Dịch vụ,Đáng giá tiền,Cơ sở vật chất,Độ sạch sẽ,bep,bua_sang,san_gon,may_giat,dua_don_san_bay,phong_tap,don_phong_hang_ngay,duoc_phep_mang_thu_nuoi,bai_do_xe,Giá trước,Giá sau
Khách sạn Minh Anh Gò Vấp (Khách sạn Minh Anh Gò Vấp ),"No. 65, Street No. 1, Thong Nhat, Ward 11, Go Vap, Ho Chi Minh City, Gò Vấp, Hồ Chí Minh, Việt Nam, 700000","8,3",150,8.9,9.3,9.0,8.4,8.6,0,0,0,0,0,0,1,1,1,Không có giá trước,462.963
Cozrum Homes - Sonata Residence,"No. 41, Nguyen Thi Thap, Tan Phu Ward, District 7, Quận 7, Hồ Chí Minh, Việt Nam","7,3",5041,7.6,7.8,7.7,7.4,7.3,1,1,1,0,0,1,1,1,1,Không có giá trước,748.291
Vinhome Grand Park HCM,"Vinhome Grand Park. 512 Nguyen Xien str., Long Thanh My ward , Thu Duc city, Ho Chi Minh city, Quận 9, Hồ Chí Minh, Việt Nam","7,8",213,8.1,8.3,8.0,7.9,8.1,1,0,0,0,0,1,0,1,1,479.009,273.530
Khách sạn LOTTE Sài Gòn (LOTTE HOTEL SAIGON),"2A-4A Tôn Đức Thắng, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam,","9,0",9262,9.0,9.3,8.9,9.0,9.3,1,1,0,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Khách Sạn King Sài Gòn Sân Bay (King Hotel Saigon Airport),"25/22 Cuu Long Street, Ward 2 , Tan Binh District. Hcm City, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","7,3",710,7.9,7.9,7.4,7.0,7.2,1,1,0,0,1,0,1,1,1,798.595,499.243
Seven Stars Hotel,"1490 Đường Trường Sa, Tân Bình, Hồ Chí Minh, Việt Nam","8,2",51,7.7,8.1,7.3,7.1,7.3,0,0,0,0,0,0,0,1,1,Không có giá trước,462.963
GOLDEN SUN 3 APARTMENTS,"63 Đ. Phan Khiêm Ích, Tân Phong, GOLDEN SUN 3 APARTMENTS, Quận 7, Hồ Chí Minh, Việt Nam, 700000","8,2",98,9.2,8.9,8.6,7.7,8.1,1,0,0,0,0,0,1,1,1,1.018.297,758.978
Thanh Binh Premium Hotel,"382/12/12 Tân Kỳ Tân Quý, Tân Phú, Hồ Chí Minh, Việt Nam","7,5",47,8.2,7.9,7.8,7.9,7.9,0,0,0,0,0,0,0,1,1,Không có giá trước,370.370
Khách Sạn Mi Linh (Mi Linh Hotel),"B38A Bạch Đằng, Phường 02, Quận Tân Bình , Tân Bình, Hồ Chí Minh, Việt Nam, 700000","7,2",2992,8.0,7.5,7.6,6.1,6.6,1,1,0,0,1,0,1,1,1,Không có giá trước,984.237
Townhouse District 10 Near Children Hospital 1 Formerly Cuong Thanh 3 Hotel,"252/43-45 Cao Thang, Phuong 12, Quan 10, Ho Chi Minhnullnull, Ho-Chi-Minh, Quận 10, Hồ Chí Minh, Việt Nam, 550000","7,8",61,7.7,8.3,8.0,8.2,7.7,1,0,0,0,0,0,1,1,1,Không có giá trước,1.584.835
Anh Duy Hotel,"103 đường Nguyễn Công Trứ, Quận 1, Hồ Chí Minh, Việt Nam, 70000","7,2",981,7.9,7.6,7.5,6.7,6.9,1,0,1,0,1,0,1,1,1,Không có giá trước,1.322.751
Khách Sạn & Căn Hộ T-Ritz Sài Gòn (T-Ritz Saigon Hotel & Apartment),"20 - 22 Phạm Ngọc Thạch, Quận 3, Thành phố Hồ Chí Minh, Việt Nam, Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,8",3860,8.8,8.8,8.8,8.4,9.2,1,1,1,0,1,1,1,1,1,Không có giá trước,4.550.265
KHÁCH SẠN LA VELA SÀI GÒN (LA VELA SAIGON HOTEL),"Nam Kỳ Khởi Nghĩa, Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,9",25051,8.9,9.2,9.0,9.2,9.2,1,1,1,0,1,1,1,1,1,8.688.083,3.678.383
Red Sun Airport Saigon Hotel,"8-9 Tran Quoc Hoan, Ward 4, Tan Binh District, Ho Chi Minh City, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","7,7",338,8.3,8.2,7.8,7.6,7.9,0,0,0,0,1,0,1,1,0,870.262,768.713
Nhà Feli - Gần Landmark 81 (Feli Home - Close to Landmark 81),"Nguyễn Hữu Cảnh 180 180/52 Nguyễn Hữu Cảnh, Bình Thạnh, Hồ Chí Minh, Việt Nam","7,2",46,8.4,8.2,7.9,7.5,8.1,1,1,0,1,1,0,1,1,1,Không có giá trước,477.273
Rex Hotel Saigon,"141 Đại lộ Nguyễn Huệ, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam, 701000","8,5",8069,9.5,8.6,8.1,8.2,8.7,1,1,1,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Nouveau Happy Inn,"39 Bùi Thị Xuân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,0",2707,7.9,7.3,7.0,6.4,6.6,1,1,0,0,0,0,1,1,1,1.667.317,1.124.339
Khách Sạn OYO 616 Cường Thanh 1 (OYO 616 Cuong Thanh 1 Hotel),"42/2, Tran Thien Chanh, Phuong 12, Quan 10, Ho Chi Minh, Quận 10, Hồ Chí Minh, Việt Nam, 700000","7,8",17,8.0,8.4,8.3,7.5,7.9,0,0,0,0,0,1,1,1,1,Không có giá trước,870.370
MDHOTEL 2,"105/16 Nguyen Thi Tu Street, Binh Hung Hoa B Ward, Binh Tan District, Ho Chi Minh City, V, Bình Tân, Hồ Chí Minh, Việt Nam, 71900","7,3",374,7.9,8.0,8.1,7.5,7.8,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Asian Ruby Center Point Hotel,"46-48 Mạc Thị Bưởi, Quận 1, Thành Phố Hồ Chí Minh, Quận 1, Hồ Chí Minh, Việt Nam, 70000","7,6",2605,8.8,7.8,7.7,6.9,7.4,1,1,0,0,1,0,1,1,1,7.904.051,4.447.381
Alleyway Home,"162/7 Bui Thi Xuan, Pham Ngu Lao Ward, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000","6,0",597,6.6,6.6,6.1,5.7,5.8,0,1,0,1,1,1,1,1,1,1.795.364,1.291.667
BOBHOTEL - BÙI VIỆN,"Room 242, No. 1, Bui Vien Street, BOB Hotel, BOB HOTEL, Quận 1, Hồ Chí Minh, Việt Nam, 71012","5,5",466,5.9,5.4,5.1,5.2,5.6,0,0,0,0,1,0,1,1,1,953.378,238.344
Dlux Bạch Đằng (Dlux Bach Đang),"153 Đường Bạch Đằng, Tân Bình, Hồ Chí Minh, Việt Nam","6,7",241,7.2,6.4,5.8,5.8,5.9,0,0,0,0,0,1,0,1,0,Không có giá trước,439.815
Vivian Airport Hotel Saigon,"No. 94-96 Thang Long, Ward 4, Tan Binh District, Ho Chi Minh City, Vietnam, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,4",1107,8.8,9.0,8.8,8.2,8.7,0,0,0,0,1,1,1,1,1,1.335.143,513.857
DUC PHUC HOTEL,"6B6 Ha Huy Giap, Thanh Loc, District 12, Duc Phuc Hotel, ĐỨCC PHÚC HOTEL, Quận 12, Hồ Chí Minh, Việt Nam, 71514","8,3",89,8.4,8.6,8.9,8.3,8.7,0,0,0,0,0,0,1,1,1,Không có giá trước,405.000
Saigon Prince Hotel,"63 Đại lộ Nguyễn Huệ, Quận 1, TP Ho Chi MInh, Quận 1, Hồ Chí Minh, Việt Nam, 70000","8,3",6906,9.1,8.4,8.1,7.9,8.4,1,1,0,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Eastin Grand Hotel Saigon,"253 Nguyễn Văn Trỗi, Quận Phú Nhuận , Phú Nhuận, Hồ Chí Minh, Việt Nam,","8,7",7610,8.5,9.0,8.8,8.7,9.0,1,1,1,0,1,1,1,1,1,10.000.000,3.603.978
Windsor Plaza Hotel,"18 An Dương Vương, Phường 9, Quận 5, Thành phố Hồ Chí Minh, Việt Nam, Quận 5, Hồ Chí Minh, Việt Nam, 700000","8,5",7825,8.3,8.7,8.5,8.5,8.8,1,1,1,0,1,1,1,1,1,3.493.885,2.136.572
TalaSaiGon Hotel,"36 Yên Thế, Phường 2, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","9,0",142,9.6,9.6,9.6,9.5,9.7,0,0,0,0,1,0,1,1,1,Không có giá trước,Không có giá sau
Sumi Hotel Saigon,"139 Duong so 8, phuong 11, Go Vap, TP. Ho Chi Minh, Gò Vấp, Hồ Chí Minh, Việt Nam, 700000","8,1",91,8.4,8.7,8.3,8.1,8.2,0,0,0,0,1,0,0,1,1,491.574,475.020
Cozrum Homes - Cozytel Residence,"No. 16A, 5/257 Lê Đình Cẩn, Tan Tao Ward, Binh Tan District, Ho Chi Minh City, Bình Tân, Hồ Chí Minh, Việt Nam","8,0",418,7.9,8.0,8.7,8.5,8.9,0,0,0,1,0,0,1,1,1,1.333.462,433.877
Hotel Trung Mai,"15 Truong Hoang Thanh Str., Tân Bình, Hồ Chí Minh, Việt Nam, 700000","7,6",33,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,1,1,1,712.056,395.106
Vinhomes Landmark 81,"Vinhome Central Park, 208 Nguyen Huu Canh, Binh Thanh, Bình Thạnh, Hồ Chí Minh, Việt Nam","8,0",81,9.1,8.7,8.6,8.1,8.5,1,0,1,1,1,1,1,1,1,3.188.264,2.395.833
