name,address,review_score,review_count,Vị trí,Dịch vụ,Đáng giá tiền,Cơ sở vật chất,Độ sạch sẽ,bep,bua_sang,san_gon,may_giat,dua_don_san_bay,phong_tap,don_phong_hang_ngay,duoc_phep_mang_thu_nuoi,bai_do_xe,Giá trước,Giá sau
Thành Thuý Hotel (Thanh Thuy Hotel),"66 - 68 Điện Biên Phủ, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","9,1",168,9.2,9.1,9.0,9.0,9.1,0,0,0,0,0,0,1,1,1,765.678,625.694
Nice Hotel Buôn Ma Thuột,"226 Nguyễn Công Trứ, Tự An, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","8,1",264,8.8,8.9,8.6,Không có,8.6,1,0,0,0,1,0,1,1,1,1.450.774,367.358
Nhà Nghỉ Thượng Phong (Thuong Phong Motel),"Thái Phiên, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,1",778,8.3,8.4,8.4,7.7,8.1,0,0,0,0,0,0,0,1,0,1.004.424,336.343
The Coffee City - Healing & Retreats,"Robusta, Nguyen Dinh Chieu, Buon Ma Thuot City, Dak Lak, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,3",312,8.6,8.8,8.0,8.4,9.1,1,1,1,1,1,1,1,1,1,Không có giá trước,Không có giá sau
Khách sạn Thanh Mai (Hotel Thanh Mai),"170 Ngo Quyen, Tan An Ward, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","9,1",1380,9.3,9.4,9.2,9.1,9.2,1,1,1,0,1,1,1,1,1,1.250.000,677.078
Muong Thanh Luxury Buon Ma Thuot Hotel,"Số 81 Nguyễn Tất Thành, Phường Tân An, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,7",2560,9.0,8.9,8.7,8.6,8.9,0,1,0,0,1,1,1,1,1,3.000.000,1.403.711
Khách sạn và Spa Hai Bà Trưng (Hai Ba Trung Hotel and Spa),"08, Đường Hai Bà Trưng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,2",399,9.0,8.6,7.9,7.7,8.2,0,1,0,0,1,1,1,1,1,1.017.217,664.294
Khách sạn Lucky Star (LUCKY STAR HOTEL),"2/9 NGUYEN DINH CHIEU, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 55000","8,0",614,8.6,8.3,8.1,7.5,7.8,0,0,0,0,0,0,1,1,1,637.956,352.025
Sai Gon Ban Me Hotel,"Số 01-03, Đường Phan Chu Trinh, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,2",1062,9.2,8.2,Không có,Không có,8.1,0,1,0,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Triệu Vũ Hotel & Apartment,"27 Lê Đại Hành, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63106","7,6",572,8.5,8.3,8.0,7.2,7.3,1,1,0,0,1,0,1,1,1,1.000.000,223.345
Khách sạn An Nhiên (An Nhien Hotel.),"57/6 Nguyễn Tất Thành, Phường Tân An, Thành phố Buôn Ma Thuột, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,0",201,8.5,8.5,8.1,7.6,7.8,1,0,0,0,1,0,1,1,1,274.937,238.095
SOJO Hotel Dak Lak,"15 Hùng Vương, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","9,1",649,9.4,9.5,9.0,9.2,9.6,1,1,0,1,1,1,1,1,1,Không có giá trước,Không có giá sau
Zan HomeStay,"37 Hồ Giáo, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,4",217,8.2,9.0,8.5,8.2,8.3,1,0,0,0,1,0,0,1,1,392.272,350.926
Bob Hotel,"42 Lê Đức Thọ, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,2",165,8.0,7.7,7.0,6.6,6.8,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Khách sạn Hiệp Thạnh (Khach san Hiep Thanh),"203 Đinh Tiên Hoàng Tòa nhà 5 tầng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,3",412,8.2,8.6,8.6,8.1,8.5,0,0,0,0,0,0,1,1,1,432.388,370.370
Khách sạn Elephants (Elephants Hotel),"142 Phan Chu Trinh, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,8",903,9.3,9.0,8.8,8.7,9.1,0,1,0,0,1,1,1,1,1,1.144.071,1.109.560
Trung Nguyên Coffee Resort,"149 - 153, Đường Lý Thái Tổ, Phường Tân Lợi, Thành phố Buôn Mê Thuột, Dak Lak, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 0084","7,8",679,8.2,8.1,8.0,7.3,7.9,0,1,0,0,1,0,1,1,1,888.629,594.931
Hami Garden - Authentic & Natural Resort,"No. 200, Da Tuong Street, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","8,8",604,8.5,9.1,8.8,8.9,9.0,1,1,0,0,0,0,1,1,1,1.680.000,957.796
Buon Ma Thuot Hotel,"03 Hung Vuong, P.Tu An, TP.Buon Ma Thuot, Dak Lak, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,5",743,9.2,8.7,8.6,8.3,8.8,1,1,0,0,1,0,1,1,1,431.954,405.196
KHÁCH SẠN MỸ NGỌC (KHACH SAN MY NGOC),"20 Ngô Gia Tự, Phường Tự An, Thành phố Buôn Ma Thuột, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,6",128,8.6,8.7,8.4,8.0,8.5,1,0,0,0,1,0,1,1,1,435.641,370.370
Dakruco Hotel,"30 Nguyễn Chí Thanh, Buôn Ma Thuột, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,6",833,7.9,7.9,7.6,7.4,7.7,0,1,0,0,1,1,1,1,1,1.272.183,1.169.378
Nhà Nghỉ Hoa Mai,"11 Bế Văn Đan, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,8",24,9.2,9.6,9.2,8.5,9.0,0,0,0,0,0,0,1,1,0,499.000,205.131
Thanh Bình Hotel - 47 Y Bih - BMT,"47 Y Bih Alêô, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","8,6",384,9.2,8.9,8.7,8.5,8.8,1,0,0,0,1,0,1,1,1,Không có giá trước,400.000
Bazan Xanh,"02/5 Nguyễn Đình Chiểu, phường Tân Lợi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,0",377,8.6,7.8,8.2,7.9,8.0,1,1,0,0,1,0,1,1,1,Không có giá trước,Không có giá sau
Nhà Nghỉ Hoàng Hoa (Nha Nghi Hoang Hoa),"01 Phù Đổng, Thành Phố Buôn Mê Thuột 01 Phù Đổng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,3",18,7.8,7.8,7.4,6.6,6.5,0,0,0,0,1,0,0,1,1,256.093,231.481
Hotel Ban Mê,"C14 Ngô Gia Tự, Tân An, Hotel Ban Mê, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,2",38,8.9,9.7,9.1,8.1,8.9,1,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
