name,address,review_score,review_count,Vị trí,Dịch vụ,Đáng giá tiền,Cơ sở vật chất,Độ sạch sẽ,bep,bua_sang,san_gon,may_giat,dua_don_san_bay,phong_tap,don_phong_hang_ngay,duoc_phep_mang_thu_nuoi,bai_do_xe,Giá trước,Giá sau
Thành Thuý Hotel (Thanh Thuy Hotel),"66 - 68 Điện Biên Phủ, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","9,1",168,9.2,9.1,9.0,9.0,9.1,0,0,0,0,0,0,1,1,1,850.226,695.139
Khách sạn và Spa Hai Bà Trưng (Hai Ba Trung Hotel and Spa),"08, Đường Hai Bà Trưng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,2",399,9.0,8.6,7.9,7.7,8.2,0,1,0,0,1,1,1,1,1,1.017.217,882.289
Muong Thanh Luxury Buon Ma Thuot Hotel,"Số 81 Nguyễn Tất Thành, Phường Tân An, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,7",2560,9.0,8.9,8.7,8.6,8.9,0,1,0,0,1,1,1,1,1,3.000.000,1.403.937
The Coffee City - Healing & Retreats,"Robusta, Nguyen Dinh Chieu, Buon Ma Thuot City, Dak Lak, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,3",312,8.6,8.8,8.0,8.4,9.1,1,1,1,1,1,1,1,1,1,Không có giá trước,Không có giá sau
Sai Gon Ban Me Hotel,"Số 01-03, Đường Phan Chu Trinh, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,2",1060,9.2,8.2,8.0,7.7,8.1,0,1,0,0,1,1,1,1,1,3.000.006,2.021.842
Khách sạn Lucky Star (LUCKY STAR HOTEL),"2/9 NGUYEN DINH CHIEU, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 55000","8,0",614,8.6,8.3,8.1,7.5,7.8,0,0,0,0,0,0,1,1,1,637.956,334.269
Nhà Nghỉ Thượng Phong (Thuong Phong Motel),"Thái Phiên, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,1",778,8.3,8.4,8.4,7.7,8.1,0,0,0,0,0,0,0,1,0,1.004.424,318.938
Khách sạn Hiệp Thạnh (Khach san Hiep Thanh),"203 Đinh Tiên Hoàng Tòa nhà 5 tầng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,3",412,8.2,8.6,8.6,8.1,8.5,0,0,0,0,0,0,1,1,1,299.679,231.481
Triệu Vũ Hotel & Apartment,"27 Lê Đại Hành, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63106","7,6",572,8.5,8.3,8.0,7.2,7.3,1,1,0,0,1,0,1,1,1,Không có giá trước,Không có giá sau
Khách sạn Elephants (Elephants Hotel),"142 Phan Chu Trinh, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,8",903,9.3,9.0,8.8,8.7,9.1,0,1,0,0,1,1,1,1,1,1.144.071,1.091.007
