name,address,review_score,review_count,Vị trí,Dịch vụ,Đáng giá tiền,Cơ sở vật chất,Độ sạch sẽ,bep,bua_sang,san_gon,may_giat,dua_don_san_bay,phong_tap,don_phong_hang_ngay,duoc_phep_mang_thu_nuoi,bai_do_xe,Giá trước,Giá sau
Khách sạn Minh Anh Gò Vấp (Khách sạn Minh Anh Gò Vấp ),"No. 65, Street No. 1, Thong Nhat, Ward 11, Go Vap, Ho Chi Minh City, Gò Vấp, Hồ Chí Minh, Việt Nam, 700000","8,3",150,8.9,9.3,9.0,8.4,8.6,0,0,0,0,0,0,1,1,1,Không có giá trước,462.963
Vinhome Grand Park HCM,"Vinhome Grand Park. 512 Nguyen Xien str., Long Thanh My ward , Thu Duc city, Ho Chi Minh city, Quận 9, Hồ Chí Minh, Việt Nam","7,8",213,8.1,8.3,8.0,7.9,8.1,1,0,0,0,0,1,0,1,1,392.808,275.735
Hotel Trung Mai,"15 Truong Hoang Thanh Str., Tân Bình, Hồ Chí Minh, Việt Nam, 700000","7,6",33,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,1,1,1,708.468,421.883
KHÁCH SẠN LA VELA SÀI GÒN (LA VELA SAIGON HOTEL),"Nam Kỳ Khởi Nghĩa, Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,9",25022,8.9,9.2,9.0,9.2,9.2,1,1,1,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Cozrum Homes - Sonata Residence,"No. 41, Nguyen Thi Thap, Tan Phu Ward, District 7, Quận 7, Hồ Chí Minh, Việt Nam","7,3",5027,7.6,7.8,7.7,7.4,7.3,1,1,1,0,0,1,1,1,1,2.000.000,782.739
Queen Central Hotel,"38 - 40 Nguyễn An Ninh, Phường Bến Thành, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam, 70000","7,0",3397,8.4,7.0,7.1,6.3,6.5,1,0,0,0,0,0,1,1,1,Không có giá trước,2.645.503
Khách Sạn King Sài Gòn Sân Bay (King Hotel Saigon Airport),"25/22 Cuu Long Street, Ward 2 , Tan Binh District. Hcm City, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","7,3",710,7.9,7.9,7.4,7.0,7.2,1,1,0,0,1,0,1,1,1,Không có giá trước,697.726
Phong Lan 2 Hotel,"24A, Quang Trung, Phường Hiệp Phú, TP Thủ Đức, TPHCM, Quận 9, Hồ Chí Minh, Việt Nam, 700000","7,9",176,8.0,8.3,7.9,7.7,7.9,0,0,0,0,0,0,1,1,1,812.446,371.598
Khách sạn Mai Lan (Khach san Mai Lan),"191C Nguyễn Chí Thanh, Quận 5, Hồ Chí Minh, Việt Nam","8,6",167,8.3,7.9,6.8,6.7,7.5,0,0,0,0,0,1,0,1,1,Không có giá trước,Không có giá sau
Khách sạn Vilion Central (Vilion Central Hotel),"43 Đường Lê Anh Xuân , Phường Bến Thành , Quận 1 , Thành phố Hồ Chí Minh, Quận 1, Hồ Chí Minh, Việt Nam","6,8",2234,7.9,7.4,6.4,5.7,6.1,1,1,0,1,1,0,1,1,1,6.221.061,3.723.429
Khách sạn Saigon Central (Saigon Central Hotel ),"51 Co Bac, Cau Ong Lanh Ward, Quan 1, Ho Chi Minh, Quận 1, Hồ Chí Minh, Việt Nam, 71015","8,1",1108,8.3,8.1,7.8,7.1,7.6,1,1,0,0,1,0,1,1,1,Không có giá trước,3.040.992
Collection O Luxury Hotel and Suites Cao Thang Near Children Hospital 1,"252/43-45 Cao Thang, Phuong 12, Quan 10, Ho Chi Minhnullnull, Ho-Chi-Minh, Ho-Chi-Minh, Quận 10, Hồ Chí Minh, Việt Nam, 72559","7,5",2,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,1,1,1,Không có giá trước,1.298.651
Khách sạn M Sài Gòn (M Hotel Saigon),"39 Tôn Thất Thiệp, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Quận 1, Hồ Chí Minh, Việt Nam, 700000","8,8",3255,9.4,9.2,8.7,8.3,9.2,1,1,0,0,1,1,1,1,0,Không có giá trước,Không có giá sau
BM HOTEL,"No. 148, Street 55, Tan Tao BM Hotel, BM HOTEL, Bình Tân, Hồ Chí Minh, Việt Nam","8,6",62,8.2,8.9,8.5,8.6,9.2,0,0,0,1,0,0,1,1,1,1.102.139,866.589
Vissai Saigon Hotel,"144 Nguyễn Văn Trỗi, Phú Nhuận District, Phú Nhuận, Hồ Chí Minh, Việt Nam","8,0",1074,7.9,8.3,8.0,7.8,8.5,0,0,0,0,0,1,1,1,1,2.989.849,1.825.203
Khách sạn Phú Sĩ (Phu Si Hotel),"63 6A Street, Binh Tri Dong B Ward, Binh Tan District Ho Chi Minh City, Bình Tân, Hồ Chí Minh, Việt Nam, 700000","8,2",24,8.3,8.3,8.7,8.2,8.0,0,0,0,0,0,0,1,1,1,Không có giá trước,393.519
NGOI SAO NHO HOTEL,"101 Đường Số 8, Bình Hưng, Hồ Chí Minh, Việt Nam, 70000","8,8",19,9.7,9.9,9.3,8.9,9.3,0,0,0,0,0,1,1,1,1,739.198,488.630
Amor Hotel,"340/1 Phan Huy Ích, Gò Vấp, Hồ Chí Minh, Việt Nam","8,5",31,7.8,8.5,8.8,8.5,8.7,1,0,0,0,0,0,1,1,1,503.904,462.962
Khách sạn & Căn hộ Simmi 6 (Simmi 6 Hotel & Apartment),"72 Cao Triều Ph t, Quận 7, Hồ Chí Minh, Việt Nam, 700000","8,2",388,8.7,8.9,8.4,8.3,8.5,1,0,0,0,0,0,1,1,0,2.047.531,998.410
KunKin Garden Aparthotel & Spa,"219/8 Ngo Tat To street, Ward 22, Binh Thanh District, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000","8,5",1972,7.8,8.9,8.6,8.5,9.0,1,1,1,0,0,1,1,1,0,1.973.191,1.793.883
Belissima,"Quận 2, Hồ Chí Minh, Việt Nam","2,3",1,2.5,2.5,2.5,2.5,2.5,0,0,0,1,0,0,0,0,1,Không có giá trước,833.333
"Nhà riêng 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thủ Đức (Triệu vũ House)","No. 55, Cay Keo Street, Tam Phu, Vietnam, Thủ Đức, Hồ Chí Minh, Việt Nam","6,9",6,4.7,5.3,4.7,6.0,Không có,0,0,0,0,0,0,0,1,1,Không có giá trước,361.111
Hotel Continental Saigon,"132-134 Đồng Khởi, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam,","8,4",7328,9.5,8.4,8.3,7.8,8.4,1,1,0,0,1,1,1,1,1,Không có giá trước,Không có giá sau
The River Park Hotel,"101-103 Phạm Thái Bường, Phường Tân Phong, Quận 7, Quận 7, Hồ Chí Minh, Việt Nam, 756000","9,2",241,9.0,9.3,9.2,8.7,9.1,0,1,0,0,1,0,1,1,1,1.600.000,709.024
Beta House Ha Do Apartment,"Đường Cao Thắng, Quận 10, Hồ Chí Minh, Việt Nam","9,2",15,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,1,1,1.803.531,1.265.000
Khách sạn Silk (Silk Hotel),"54/35 Bach Dang, Ward 2, Tan Binh, Tân Bình, Hồ Chí Minh, Việt Nam, 00000","8,4",1206,8.6,8.5,8.7,8.0,8.5,0,1,0,0,1,1,0,1,1,Không có giá trước,563.314
Dung India Hotel,"No. 105, Hoang Hoa Tham, Ward 13, Tan Binh, Tân Bình, Hồ Chí Minh, Việt Nam","7,9",36,9.0,9.5,8.5,8.0,8.0,0,0,0,0,1,0,1,1,1,308.433,274.657
Cozrum Lux - Sonata Imperial,"41 Đ. Nguyễn Thị Thập, T n Ph , Quận 7, Hồ Chí Minh, Việt Nam, 7000",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,1,1,0,1,0,1,1,1,1,1.185.303,516.734
95 Lam Son Hotel,"95 Lam Sơn, Phường 2, Q.Tân Bình, Tp.HCM, Tân Bình, Hồ Chí Minh, Việt Nam","6,2",99,7.8,6.4,6.2,5.3,5.4,0,0,0,0,1,0,1,1,1,Không có giá trước,373.164
Khách sạn Thư Thái (Thu Thai Hotel),"73 Trần Văn Đang, Phường 9, Quận 3, TP. Ho Chi Minh, Việt Nam, Quận 3, Hồ Chí Minh, Việt Nam, 700000","7,5",329,7.6,8.0,7.6,7.3,7.5,1,1,0,0,1,0,1,1,1,Không có giá trước,Không có giá sau
Hotel Phúc Khang,"12 Hoang Hoa Tham, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","7,3",15,6.0,7.0,6.0,5.0,7.0,0,0,0,0,0,0,1,1,1,1.239.106,312.645
Khách Sạn Avatar,"No. 19, Le Van Phan, Phu Tho Hoa 4, Vietnam, 4, Tân Phú, Hồ Chí Minh, Việt Nam, 72000","6,8",33,6.4,6.8,5.6,6.0,6.4,1,0,0,0,1,0,1,1,1,872.007,406.111
