name,address,review_score,review_count,Vị trí,Dịch vụ,Đáng giá tiền,Cơ sở vật chất,Độ sạch sẽ,bep,bua_sang,san_gon,may_giat,dua_don_san_bay,phong_tap,don_phong_hang_ngay,duoc_phep_mang_thu_nuoi,bai_do_xe,Giá trước,Giá sau
Bear's House Su Van Hanh,"525/11A Đ. Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh, Việt Nam, 72510","8,8",80,10.0,10.0,10.0,10.0,10.0,0,0,0,0,1,0,0,1,1,886.205,371.602
Khách sạn Renaissance Riverside Sài Gòn (Renaissance Riverside Hotel Saigon),"8-15 Tôn Đức Thắng , Quận 1, Hồ Chí Minh, Việt Nam, 0084 28 3822 0033","8,5",1218,9.1,8.7,8.0,8.3,8.7,1,1,1,0,1,1,1,1,1,5.852.917,4.500.000
UNU C&B homestay,"No. 257bis, Le Van Sy Street, Ward 14, Phú Nhuận, Hồ Chí Minh, Việt Nam, 77777","9,0",174,9.4,9.4,9.2,9.0,9.5,1,0,0,0,0,0,0,1,0,750.000,310.377
Pharaon Hotel 2,"102/1 Cống Quỳnh, Quận 1, Hồ Chí Minh, Việt Nam, 70000","8,2",1000,8.5,8.3,8.4,8.1,8.4,0,0,0,0,0,0,0,1,0,650.000,321.581
Khách sạn New World Saigon (New World Saigon Hotel),"76 Lê Lai , Phường Bến Thành, Quận 1, TP. Hồ Chí Minh, Việt Nam, Quận 1, Hồ Chí Minh, Việt Nam, 700000","8,7",6140,9.1,8.8,8.3,8.6,8.8,1,1,0,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Yoko Airport Saigon Hotel,"No. 43-45 Yen The, Ward 2, Tan Binh, Ho Chi Minh City, Tân Bình, Hồ Chí Minh, Việt Nam","7,9",1531,8.6,8.5,8.1,7.5,8.0,0,0,0,0,1,0,1,1,1,715.399,374.758
MG Rosé Boutique Hotel,"No. 6, 283, Pham Ngu Lao, Phuong Pham Ngu Lao, Quận 1, Hồ Chí Minh, Việt Nam","7,9",214,9.0,8.3,7.9,7.1,7.8,0,0,0,0,0,0,0,1,0,552.454,366.441
Vinhome Grand Park HCM,"Vinhome Grand Park. 512 Nguyen Xien str., Long Thanh My ward , Thu Duc city, Ho Chi Minh city, Quận 9, Hồ Chí Minh, Việt Nam","7,8",217,8.2,8.3,8.0,7.9,8.1,1,0,0,0,0,1,0,1,1,391.890,248.378
LUNA Luxury Residence - Vinhomes Landmark,"No. 720A, Dien Bien Phu Street, Bình Thạnh, Hồ Chí Minh, Việt Nam","8,6",186,8.5,8.0,8.5,8.8,8.8,0,0,0,0,0,0,1,1,1,1.455.250,756.667
Khách sạn Hà My (Ha My Hotel),"32 đường số 6, phường Linh Trung, quận Thủ Đức, thành phố Hồ Chí Minh (gần trường ĐH Ngân Hàng trên đường Hoàng Diệu 2), Thủ Đức, Hồ Chí Minh, Việt Nam, 700000","8,0",398,8.4,8.2,8.2,7.9,8.2,1,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Liva Hotel,"36A đường Út Tịch, phường 04, quận Tân Bình, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","7,0",297,7.7,7.2,7.2,6.6,6.7,0,0,0,0,1,0,0,1,1,Không có giá trước,259.259
KHÁCH SẠN LA VELA SÀI GÒN (LA VELA SAIGON HOTEL),"Nam Kỳ Khởi Nghĩa, Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,9",25221,8.9,9.2,9.0,9.2,9.2,1,1,1,0,1,1,1,1,1,7.595.863,2.903.591
Khách Sạn & Căn Hộ T-Ritz Sài Gòn (T-Ritz Saigon Hotel & Apartment),"20 - 22 Phạm Ngọc Thạch, Quận 3, Thành phố Hồ Chí Minh, Việt Nam, Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,8",3882,8.8,8.8,8.8,8.4,9.2,1,1,1,0,1,1,1,1,1,4.342.811,2.328.042
Vivian Airport Hotel Saigon,"No. 94-96 Thang Long, Ward 4, Tan Binh District, Ho Chi Minh City, Vietnam, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,4",1109,8.8,9.0,8.8,8.2,8.7,0,0,0,0,1,1,1,1,1,1.097.983,421.909
Ngọ house,"132 Ngô Thị Thu Minh, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,1",494,8.7,8.9,8.6,8.4,8.6,1,0,0,0,0,0,1,1,1,Không có giá trước,370.370
Cozrum Homes - Sonata Residence,"No. 41, Nguyen Thi Thap, Tan Phu Ward, District 7, Quận 7, Hồ Chí Minh, Việt Nam","7,4",5069,7.6,7.8,7.7,7.4,7.3,1,1,1,0,0,1,1,1,1,2.000.000,471.299
Tan Son Nhat Saigon Hotel,"202 Hoàng Văn Thụ, Quận Phú Nhuận, Phú Nhuận, Hồ Chí Minh, Việt Nam, 70000","8,5",4112,8.6,8.6,8.6,8.5,8.7,1,1,1,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Victory Hotel Saigon,"141 Nam Kỳ Khởi Nghĩa, Quận 3, Quận 3, Hồ Chí Minh, Việt Nam, 70000","7,8",3580,8.5,7.9,7.9,7.5,7.8,1,1,0,0,1,1,1,1,1,2.312.547,1.074.131
Khách Sạn Mari Queen (Mari Queen Hotel),"158B Bui Thi Xuan, Pham Ngu Lao ward, Quận 1, Hồ Chí Minh, Việt Nam, 70000","8,5",1536,9.0,9.0,8.5,8.2,8.6,1,0,0,0,1,0,1,1,1,2.866.788,569.588
Start House Coliving,"B50 Bạch Đằng, Tân Bình, Hồ Chí Minh, Việt Nam, 72108","8,5",645,8.6,9.0,8.2,8.0,8.5,1,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
